None,https://seller.flipkart.com/?utm_source=flipkart&utm_medium=website&utm_campaign=sellbutton,worked
None,http://www.flipkart.com//buy-gift-voucher,worked
None,http://www.flipkart.com//mobile-apps,worked
None,http://www.flipkart.com//s/contact,worked
None,http://www.flipkart.com//notifications,worked
None,https://www.flipkart.com/account/,worked
None,https://www.flipkart.com/account/login,worked
None,http://www.flipkart.com//viewcart,worked
None,http://www.flipkart.com//women,worked
None,http://www.flipkart.com//mobile-apps,worked
None,http://www.flipkart.com//sc/fb_login?__Fk=V240d76f48b165bbc0f1d2e70a4237e071s2e33Pz9xZXdAPwM%2FPz8%2FcD8tDaVO0wE0wn6LLTVE48MryKwpTmNsqcZ6KB5sj60r50uOD4bq%2FQvy455yajA9lOlAcpSyaH%2FdubUe10CsxrgIHRE%3D&rd=%2Fhome%3F,worked
None,http://www.flipkart.com//sc/google_login?__Fk=V240d76f48b165bbc0f1d2e70a4237e071s2e33Pz9xZXdAPwM%2FPz8%2FcD8tDaVO0wE0wn6LLTVE48MryKwpTmNsqcZ6KB5sj60r50uOD4bq%2FQvy455yajA9lOlAcpSyaH%2FdubUe10CsxrgIHRE%3D&rd=%2Fhome%3F,worked
None,http://www.flipkart.com//mobiles,worked
None,http://www.flipkart.com//fitness,worked
None,http://www.flipkart.com//tablets,worked
None,http://www.flipkart.com//home-furnishing/bath/bath-towels/pr?p%5B%5D=sort%3Dpopularity&sid=vdm%2Cv28%2Czs1,worked
None,http://www.flipkart.com//household/lights-lamps/bulbs/pr?p%5B%5D=facets.bulb_type%255B%255D%3DLED&sid=r4l%2Cpaf%2Cm99&filterNone=true,worked
None,http://www.flipkart.com//televisions,worked
None,http://www.flipkart.com//home-kitchen/home-appliances/washing-machines,worked
None,http://www.flipkart.com//computers/laptops,worked
No title,https://seller.flipkart.com/?utm_source=flipkart&utm_medium=website&utm_campaign=sellbutton,worked
No title,http://www.flipkart.com//buy-gift-voucher,worked
No title,http://www.flipkart.com//mobile-apps,worked
No title,http://www.flipkart.com//s/contact,worked
No title,http://www.flipkart.com//notifications,worked
No title,https://www.flipkart.com/account/,worked
No title,https://www.flipkart.com/account/login,worked
No title,http://www.flipkart.com//viewcart,worked
No title,http://www.flipkart.com//women,worked
No title,http://www.flipkart.com//mobile-apps,worked
No title,http://www.flipkart.com//sc/fb_login?__Fk=V2cb402bfe647aceeeac7c52d8e8c60e8cs2e34P3Y%2FPzo%2FFwldPz8%2FPzM%2FP5%2Bml8bYzdSQbfx1Afa5k3zYVM0SBVACaG4dBmAkmSsrixxIPT3szv2GSPmzyiq20p9eAqxOIJACxuoyR2W0dnM%3D&rd=%2Fhome%3F,worked
No title,http://www.flipkart.com//sc/google_login?__Fk=V2cb402bfe647aceeeac7c52d8e8c60e8cs2e34P3Y%2FPzo%2FFwldPz8%2FPzM%2FP5%2Bml8bYzdSQbfx1Afa5k3zYVM0SBVACaG4dBmAkmSsrixxIPT3szv2GSPmzyiq20p9eAqxOIJACxuoyR2W0dnM%3D&rd=%2Fhome%3F,worked
No title,http://www.flipkart.com//mobiles,worked
No title,http://www.flipkart.com//fitness,worked
No title,http://www.flipkart.com//tablets,worked
No title,http://www.flipkart.com//home-furnishing/bath/bath-towels/pr?p%5B%5D=sort%3Dpopularity&sid=vdm%2Cv28%2Czs1,worked
No title,http://www.flipkart.com//household/lights-lamps/bulbs/pr?p%5B%5D=facets.bulb_type%255B%255D%3DLED&sid=r4l%2Cpaf%2Cm99&filterNone=true,worked
No title,http://www.flipkart.com//televisions,worked
No title,http://www.flipkart.com//home-kitchen/home-appliances/washing-machines,worked
No title,http://www.flipkart.com//computers/laptops,worked
No title,http://www.flipkart.com//headphones,worked
